"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
"[2048, 2048]","[0.2, 0.2, 0.2]"
